"","Gene1","Gene2","Gene3","Gene4","Gene5","Gene6","Gene7","Gene8","Gene9","Gene10","Gene11","Gene12","Gene13","Gene14","Gene15","Gene16","Gene17","Gene18","Gene19","Gene20","Gene21","Gene22","Gene23","Gene24","Gene25","Gene26","Gene27","Gene28","Gene29","Gene30","Gene31","Gene32","Gene33","Gene34","Gene35","Gene36","Gene37","Gene38","Gene39","Gene40","Gene41","Gene42","Gene43","Gene44","Gene45","Gene46","Gene47","Gene48","Gene49","Gene50","Gene51","Gene52","Gene53","Gene54","Gene55","Gene56","Gene57","Gene58","Gene59","Gene60","Gene61","Gene62","Gene63","Gene64","Gene65","Gene66","Gene67","Gene68","Gene69","Gene70","Gene71","Gene72","Gene73","Gene74","Gene75","Gene76","Gene77","Gene78","Gene79","Gene80","Gene81","Gene82","Gene83","Gene84","Gene85","Gene86","Gene87","Gene88","Gene89","Gene90","Gene91","Gene92","Gene93","Gene94","Gene95","Gene96","Gene97","Gene98","Gene99","Gene100","Gene101","Gene102","Gene103","Gene104","Gene105","Gene106","Gene107","Gene108","Gene109","Gene110","Gene111","Gene112","Gene113","Gene114","Gene115","Gene116","Gene117","Gene118","Gene119","Gene120","Gene121","Gene122","Gene123","Gene124","Gene125","Gene126","Gene127","Gene128","Gene129","Gene130","Gene131","Gene132","Gene133","Gene134","Gene135","Gene136","Gene137","Gene138","Gene139","Gene140","Gene141","Gene142","Gene143","Gene144","Gene145","Gene146","Gene147","Gene148","Gene149","Gene150","Gene151","Gene152","Gene153","Gene154","Gene155","Gene156","Gene157","Gene158","Gene159","Gene160","Gene161","Gene162","Gene163","Gene164","Gene165","Gene166","Gene167","Gene168","Gene169","Gene170","Gene171","Gene172","Gene173","Gene174","Gene175","Gene176","Gene177","Gene178","Gene179","Gene180","Gene181","Gene182","Gene183","Gene184","Gene185","Gene186","Gene187","Gene188","Gene189","Gene190","Gene191","Gene192","Gene193","Gene194","Gene195","Gene196","Gene197","Gene198","Gene199","Gene200"
"Cell855",35,85,0,501,0,215,323,0,159,0,3408,0,0,407,0,0,0,34,0,36,0,4648,0,318,383,155,0,326,0,533,0,218,0,732,0,224,84,163,130,0,691,0,0,175,198,7786,0,0,7322,0,0,2,50,0,0,0,166,78,0,0,192,0,0,32,489,0,0,0,706,0,110,0,194,0,0,0,0,0,0,109,352,46,26,0,1022,0,0,0,1544,0,0,0,961,0,1321,0,0,0,0,738,0,118,0,0,0,0,0,0,0,199,0,254,0,253,414,407,380,6238,839,47,0,0,0,0,34,290,0,536,0,209,0,0,172,0,0,0,0,0,202,0,249,0,105,0,0,59,0,956,0,0,0,346,700,100,2227,214,64,0,946,0,166,1785,0,0,0,0,766,0,0,0,0,0,441,0,0,0,0,0,0,0,127,0,330,0,1115,30,0,333,3417,3658,47,328,629,0,0,0,512,1323,0,111
"Cell856",0,0,0,480,0,0,314,0,0,0,4288,0,0,377,8,0,1548,0,0,44,0,5102,47,278,343,0,0,0,53,715,0,204,0,576,0,198,64,91,0,0,498,242,0,193,0,6388,0,0,7403,0,0,0,0,0,0,0,0,0,0,0,0,824,0,0,0,0,0,333,0,0,0,0,208,0,0,0,0,0,115,0,381,0,0,346,689,0,0,0,1051,0,78,0,1018,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,278,302,361,0,8092,0,53,0,0,0,92,0,0,0,660,0,98,0,341,327,113,0,90,0,0,229,223,271,0,92,0,0,50,0,873,58,0,0,355,557,0,2333,211,0,144,581,0,0,1200,0,0,58,0,0,0,0,0,0,0,397,0,37,0,0,0,0,0,0,0,300,0,859,25,0,261,3416,3438,0,0,544,0,0,198,551,1557,0,137
"Cell857",0,0,0,211,23,151,161,0,116,0,2602,0,419,0,0,0,647,0,0,0,0,3092,0,0,0,0,127,0,0,262,0,0,0,343,0,0,0,103,0,0,320,0,0,130,86,4886,0,0,4514,0,0,0,0,0,0,0,89,0,0,0,0,352,0,0,0,0,0,97,0,0,51,0,0,0,0,47,0,0,0,0,0,33,0,238,458,0,87,0,394,0,38,0,0,0,571,0,0,0,0,379,0,0,9,12,0,0,59,0,0,0,0,0,0,174,0,0,178,3744,0,0,0,0,0,0,0,192,0,282,0,0,0,0,0,0,0,0,0,0,0,0,222,0,32,0,160,0,0,429,0,0,0,0,449,0,1446,78,0,0,0,79,102,803,75,0,40,77,401,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,458,0,0,203,2221,1703,0,0,311,0,0,0,285,885,0,82
"Cell858",29,0,0,459,25,439,0,0,0,0,4607,0,696,0,0,0,1539,33,0,0,0,5076,0,0,443,0,350,287,0,0,0,196,85,610,0,0,0,187,0,0,551,0,0,219,0,9795,0,0,10944,0,516,0,0,0,0,0,163,0,0,0,115,848,0,0,697,0,0,0,753,0,0,0,185,53,0,60,0,88,0,0,0,0,0,410,947,0,410,0,1310,0,100,0,1065,0,1106,12,25,0,0,885,0,0,0,0,0,0,176,0,30,0,0,198,0,311,620,572,381,6872,1085,0,0,0,0,102,0,378,200,0,222,0,0,173,265,0,0,0,0,0,0,0,236,11,0,0,318,0,0,882,0,0,71,0,0,101,2478,214,81,278,1028,0,232,1438,182,0,0,0,1171,0,0,0,0,0,0,105,0,0,0,0,151,0,0,164,237,0,1262,0,0,327,3845,4450,0,260,680,0,0,0,0,1885,0,0
"Cell859",31,0,0,0,0,290,250,0,187,0,3257,0,499,245,0,0,806,0,57,0,0,3748,0,147,0,0,221,178,0,299,0,161,0,464,0,0,0,0,0,0,438,0,17,122,161,6177,0,14,7344,0,321,0,0,0,0,0,67,0,0,0,145,0,0,0,0,0,0,193,1441,0,113,0,0,0,0,0,0,0,165,0,0,0,0,245,666,0,88,0,0,0,66,0,790,0,0,0,0,0,0,529,0,0,0,0,0,0,87,0,0,0,0,0,0,230,259,0,0,0,411,0,0,0,0,0,19,208,94,0,0,0,0,0,173,0,0,0,0,0,175,166,202,0,80,0,0,0,0,601,0,0,24,0,449,0,2105,0,0,0,0,0,124,1120,0,0,22,0,614,0,0,0,0,0,299,0,0,0,0,0,0,0,0,126,236,0,805,0,0,0,2704,1646,0,179,544,0,0,0,0,1462,0,106
"Cell860",0,59,0,240,0,232,243,0,0,0,2930,0,0,318,0,0,934,0,0,0,0,3251,0,172,213,0,161,231,50,309,0,0,0,470,0,0,0,131,0,0,0,109,16,126,111,4491,0,27,5022,0,297,0,0,0,128,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,65,0,154,0,298,0,0,0,0,14,0,0,659,0,0,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,111,0,0,126,0,0,0,0,261,0,262,4072,599,0,0,0,0,58,0,201,86,390,123,113,0,118,156,0,0,70,0,0,148,185,0,0,0,0,0,0,0,0,0,0,0,251,260,0,1445,0,0,245,448,0,117,920,76,0,0,176,364,0,0,0,0,112,229,0,0,0,0,0,109,0,73,0,0,0,834,0,0,241,2587,3181,0,0,551,0,0,98,210,1098,0,0
"Cell861",0,0,0,478,0,0,337,0,197,0,4696,0,705,444,0,0,1438,0,0,0,0,5474,0,405,312,235,324,253,102,566,0,0,0,814,0,252,0,155,0,0,531,0,0,198,245,7281,0,0,10323,0,360,0,0,0,0,76,0,0,0,0,0,796,0,0,0,0,0,269,891,0,116,0,0,0,0,65,76,73,0,105,380,0,33,0,1145,0,0,0,1389,0,95,0,918,0,872,0,0,0,0,802,0,228,0,45,0,0,121,0,0,0,0,0,34,258,450,0,388,9344,973,0,0,0,0,163,33,254,172,697,0,0,0,0,0,0,0,98,0,53,220,254,0,0,0,0,0,0,0,1038,0,29,0,0,680,0,2232,0,0,0,0,0,0,1555,129,0,0,0,609,0,10,2,0,298,0,129,0,0,14,0,144,11,127,167,207,0,1498,0,0,355,4293,3921,0,281,635,0,0,0,0,1671,4,0
"Cell862",0,0,0,0,0,220,271,0,87,0,2406,0,0,293,0,0,0,0,0,0,0,4993,63,300,252,142,0,0,0,295,0,163,0,447,12,160,0,178,0,0,375,0,0,0,0,5484,0,0,7406,7,0,0,0,0,121,34,96,0,0,0,103,437,0,0,426,17,0,182,603,0,0,37,0,0,0,0,95,0,161,0,247,0,0,0,612,0,0,0,833,0,71,0,629,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,193,277,357,0,5220,0,0,0,0,0,0,0,0,120,395,0,118,0,0,236,148,0,0,0,0,213,0,234,0,77,0,200,0,0,670,0,20,0,301,544,75,2102,0,64,192,646,0,134,894,141,0,0,188,706,0,0,0,0,192,431,112,0,0,0,0,132,0,0,108,0,34,938,0,0,277,0,3517,0,326,494,0,13,134,0,0,0,0
"Cell863",0,97,0,358,0,318,301,20,0,0,0,0,1121,0,0,0,1362,0,108,0,0,6176,0,302,381,0,321,199,96,545,0,197,0,764,0,248,0,0,181,0,455,0,0,170,256,8531,0,0,10746,0,0,11,0,0,157,0,143,0,0,0,0,918,0,32,700,0,0,336,459,0,109,44,205,0,0,0,104,0,180,0,0,0,0,0,1017,0,163,0,0,0,0,0,925,0,885,0,0,0,19,920,0,0,0,0,0,0,0,0,0,0,0,328,0,272,434,462,441,6582,490,42,0,39,0,0,0,0,176,0,181,110,0,287,0,0,0,161,0,31,189,142,376,0,0,0,348,0,0,804,0,0,0,391,0,0,2673,225,0,95,792,82,0,1566,0,0,0,225,1003,0,0,0,0,0,504,166,0,0,0,119,0,0,0,310,341,0,1167,0,0,0,4013,5052,0,0,967,0,0,162,529,1660,0,0
"Cell864",0,60,0,0,0,0,182,0,0,0,0,0,565,0,0,0,1063,0,0,0,0,5085,0,270,0,0,0,148,0,354,0,99,0,0,7,0,0,0,0,0,484,115,20,116,0,4810,0,0,5266,0,329,0,33,0,0,81,0,0,0,0,0,522,0,0,405,30,0,0,485,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,621,0,91,0,964,0,0,0,562,0,595,0,0,0,0,0,0,163,0,0,34,0,0,0,0,118,0,204,0,275,293,0,0,5073,371,0,0,0,0,112,34,242,122,624,170,0,0,0,0,0,0,70,0,0,0,165,0,0,46,0,209,0,0,473,0,11,35,0,323,0,1643,0,0,0,764,0,0,1171,132,0,0,0,473,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,262,0,0,10,0,231,3062,3260,0,318,430,0,0,98,369,1164,0,0
"Cell865",26,0,0,409,0,130,0,0,0,0,2947,0,713,271,0,0,1177,0,0,0,0,3414,48,188,0,0,0,118,39,367,0,0,0,0,0,168,0,66,0,0,319,0,0,0,0,4840,0,0,4981,0,318,0,0,0,77,0,107,0,0,0,105,424,0,10,229,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,187,0,0,243,607,0,107,0,828,0,0,0,485,0,663,0,0,0,0,441,0,101,0,17,0,0,0,13,0,0,0,184,0,261,299,279,0,5221,403,0,0,0,0,71,0,249,0,471,0,0,0,162,0,0,0,70,0,43,128,0,0,0,0,0,118,0,0,0,0,0,0,276,317,0,1374,0,0,119,579,73,121,0,0,0,0,128,0,0,0,0,0,0,283,0,0,0,0,64,128,0,48,0,186,0,605,0,0,228,1953,3003,0,0,511,0,0,135,293,1040,0,0
"Cell866",0,30,0,0,0,125,154,0,0,0,1700,0,381,0,0,0,484,0,0,0,0,2444,0,110,0,82,0,109,29,207,0,116,39,0,0,0,0,69,0,0,353,64,0,0,0,3656,0,0,4732,0,220,0,0,0,0,42,0,0,0,9,90,285,14,0,0,34,0,0,305,0,45,0,0,0,0,0,0,0,84,60,131,0,0,0,373,0,179,0,366,0,0,0,0,0,363,0,0,0,0,369,0,0,0,0,0,0,0,0,0,85,0,0,0,171,0,201,0,3949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,141,0,0,299,0,0,0,225,270,0,1035,0,0,0,552,40,0,0,0,0,0,0,321,0,0,0,0,99,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1785,2048,0,0,239,0,0,0,289,480,0,0
"Cell867",0,0,0,358,0,0,263,0,0,0,3905,0,893,0,0,5,1462,0,97,0,0,4049,0,274,0,144,0,0,0,478,0,211,0,648,0,159,0,0,0,0,312,0,0,167,203,7770,0,15,6528,0,472,0,52,0,0,0,173,0,0,0,0,649,0,0,454,0,0,223,654,0,100,0,0,0,0,0,0,68,0,91,0,0,0,0,751,25,169,0,1370,0,0,0,696,0,0,0,0,0,0,737,0,0,0,0,0,0,74,0,0,163,0,207,0,0,373,404,381,8524,0,0,0,18,0,88,32,432,0,825,0,161,0,219,200,110,0,142,0,0,0,182,0,0,0,0,156,0,0,0,105,0,0,416,494,0,1921,141,49,125,609,120,154,1180,0,0,0,0,0,0,0,0,0,106,350,139,0,0,0,0,167,0,187,0,0,0,807,0,0,393,3186,3166,27,0,702,0,0,141,0,1430,0,200
"Cell868",0,0,0,0,0,173,0,0,0,0,2755,0,688,0,0,0,973,0,0,0,21,2922,0,0,226,111,0,116,0,355,0,138,0,418,0,121,0,0,0,0,406,0,0,81,0,4895,0,0,4068,0,0,0,0,0,83,39,0,24,0,0,123,393,0,0,279,0,0,0,0,0,90,0,119,29,0,0,0,0,116,0,260,0,0,0,555,0,0,0,656,0,45,0,547,0,474,0,0,0,0,415,0,90,0,0,0,0,0,0,0,0,0,170,0,0,138,339,0,4307,0,0,0,10,0,0,0,138,0,0,0,56,0,110,147,0,0,82,0,0,0,0,0,0,0,0,105,0,0,689,0,28,0,0,441,0,1214,0,0,0,486,64,111,807,88,0,0,0,0,5,0,0,0,0,289,91,0,0,0,0,0,0,81,123,217,0,0,0,0,183,2277,2599,0,104,0,0,0,0,0,864,0,0
"Cell869",0,0,0,354,23,245,0,42,0,0,4163,0,691,365,0,22,838,0,0,20,0,4473,0,0,0,202,0,0,75,477,0,165,41,0,0,0,0,265,0,13,643,0,0,0,0,7190,0,0,7420,0,0,0,50,0,164,53,0,39,0,0,0,701,0,0,410,49,0,0,1772,0,0,0,0,0,0,0,109,0,160,0,0,20,0,0,0,0,0,0,555,0,0,0,0,0,820,0,54,0,0,748,0,151,0,0,0,0,99,0,0,0,0,700,0,0,0,0,279,6752,386,37,0,0,0,0,42,290,0,516,204,0,0,0,231,0,0,0,0,0,0,178,0,0,102,0,0,0,0,921,0,40,0,0,551,0,1515,0,31,148,592,0,148,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,873,0,0,282,3810,2522,0,0,473,0,0,0,448,1539,0,125
"Cell870",0,0,0,0,0,328,305,0,137,0,3264,0,650,0,0,4,893,0,0,0,0,4640,0,0,210,103,214,211,0,497,0,111,61,596,0,0,0,0,85,0,0,0,7,143,0,5228,0,0,5637,0,320,0,0,0,150,56,0,0,0,0,0,559,0,0,371,0,0,0,1604,0,0,0,111,0,0,0,78,0,143,0,239,0,0,0,811,0,0,0,642,0,63,0,577,0,668,0,0,0,0,361,0,0,32,0,0,0,0,0,0,239,0,0,0,247,279,223,246,6138,0,0,0,0,0,0,0,0,0,359,95,0,0,134,0,101,0,166,0,0,196,0,183,0,96,0,0,0,0,652,0,0,0,435,387,0,1210,160,0,102,680,109,132,0,0,0,0,0,435,0,4,0,0,154,284,103,0,0,0,146,0,0,82,133,224,20,0,0,0,0,2508,2471,0,221,439,0,0,101,0,1341,0,64
"Cell871",0,0,18,0,0,0,251,0,158,0,3819,0,517,272,0,0,1027,0,97,0,63,4990,0,190,141,119,265,0,0,485,0,0,42,542,0,176,51,179,91,0,354,0,0,175,0,5840,0,15,6685,0,338,0,0,0,115,0,0,32,0,0,0,538,36,0,0,0,0,155,521,0,0,0,156,0,0,74,86,55,94,0,213,0,0,242,745,0,319,0,986,0,90,0,0,0,895,0,0,0,0,630,0,127,0,0,0,0,0,0,0,187,0,225,0,0,311,444,284,6118,0,0,0,9,0,95,29,289,75,418,158,94,0,0,159,132,0,0,0,0,0,155,315,0,94,0,271,0,0,0,0,0,36,0,341,0,1923,0,0,0,789,0,0,0,122,6,0,0,581,0,0,0,0,142,402,0,0,0,0,0,79,0,0,109,168,0,923,0,0,0,3530,3349,0,0,557,0,0,139,0,1111,0,0
"Cell872",0,36,0,0,0,295,303,0,133,0,3982,0,737,0,0,0,0,0,131,0,0,4394,55,181,377,132,0,233,0,433,0,0,0,690,0,0,88,0,0,21,488,168,0,122,165,7952,0,0,8273,0,391,0,0,0,0,0,0,0,0,0,154,685,0,0,0,49,0,203,562,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,0,85,0,741,0,0,0,20,0,0,560,0,0,0,54,0,0,0,0,0,162,0,0,0,0,369,336,198,6619,1030,0,0,0,0,0,0,0,0,0,0,124,0,0,219,136,0,0,0,0,226,180,279,0,0,0,208,58,0,0,0,0,0,310,523,0,2283,0,0,217,0,110,218,1524,0,0,0,0,0,18,0,0,0,0,477,96,70,0,0,0,0,0,0,0,0,0,1346,0,0,334,3702,3835,0,273,525,0,0,157,366,1807,0,89
"Cell873",0,0,0,323,0,264,253,0,147,0,2465,0,542,247,0,0,1421,0,0,20,0,4240,0,0,0,89,213,161,0,0,0,0,0,492,0,0,0,0,0,0,403,91,0,0,132,4598,0,0,4513,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,48,0,0,0,289,0,0,245,770,0,0,0,829,0,0,0,0,0,671,0,0,0,0,494,0,111,0,0,0,0,74,0,0,0,0,0,0,176,306,0,226,5035,353,0,0,0,0,0,0,299,78,414,0,0,0,108,199,0,0,0,0,42,0,81,275,0,0,0,160,0,0,551,0,0,0,299,0,0,1215,0,0,0,505,80,0,1331,0,0,0,136,471,30,0,0,0,0,280,0,0,0,0,107,121,0,0,193,207,18,0,0,0,0,2394,2767,0,145,483,0,0,106,298,1148,0,0
"Cell874",0,0,0,0,0,0,138,0,0,0,0,0,473,278,0,0,668,0,104,0,0,3084,0,174,205,143,0,158,0,349,0,0,0,382,0,0,0,146,0,0,390,0,0,0,0,4673,0,0,6473,0,301,0,0,0,75,0,0,0,0,0,92,556,0,0,416,46,0,0,0,0,0,0,0,0,0,49,0,0,0,0,288,0,0,0,655,0,257,0,749,0,0,0,552,0,689,0,0,0,0,498,0,91,0,21,0,0,121,0,0,134,0,141,17,252,256,0,205,5126,614,0,0,0,0,0,0,231,0,0,159,0,0,123,0,136,0,83,0,0,133,135,0,0,0,0,153,0,0,606,0,0,0,332,434,0,1301,104,0,0,748,0,76,995,0,0,0,180,349,0,0,0,0,139,287,0,0,0,0,0,0,0,88,0,0,0,1024,0,0,205,2494,2545,0,0,387,0,0,0,0,598,0,81
"Cell875",0,0,0,215,0,187,186,0,0,0,2818,0,438,403,0,0,675,0,40,0,0,3310,0,191,245,106,0,185,0,362,0,140,0,436,0,0,0,0,0,0,379,108,0,0,116,5764,0,0,4904,0,408,0,0,0,136,0,81,0,0,0,0,485,0,0,278,42,0,0,1979,0,0,0,74,0,0,0,0,0,106,0,192,0,15,244,627,0,0,0,494,0,0,0,758,0,0,4,0,0,0,540,0,131,0,35,0,0,49,0,0,204,0,0,0,217,0,0,226,4619,378,0,0,0,0,0,0,0,96,0,168,0,0,0,205,97,0,0,0,0,148,165,0,0,0,0,228,0,0,709,59,29,0,364,489,70,1589,0,0,0,416,0,0,1109,0,0,0,189,614,10,0,0,0,0,355,0,0,0,0,0,60,0,0,0,184,0,797,0,0,255,2685,2135,0,0,605,0,0,0,0,990,0,101
"Cell876",0,51,0,334,0,318,0,0,124,0,4855,0,672,0,0,0,908,0,115,0,0,5037,85,0,268,0,0,0,0,0,0,136,83,675,0,251,0,0,0,0,420,0,0,241,0,7915,0,29,8197,0,0,0,0,0,121,0,0,0,0,0,0,523,0,18,0,0,0,0,733,0,0,0,0,0,0,0,103,0,173,0,366,0,0,220,910,48,421,0,880,0,0,0,800,0,873,0,0,0,0,564,0,117,20,0,0,0,0,0,0,176,0,221,0,353,255,0,393,5474,840,0,0,0,0,142,0,401,136,0,213,148,0,0,241,0,0,0,0,56,254,0,235,0,68,0,146,0,0,902,82,0,34,0,462,0,2167,0,0,214,0,93,192,1029,0,0,0,0,744,0,0,0,0,0,343,0,39,0,0,0,0,0,0,0,208,0,0,0,0,295,3334,3666,0,308,490,0,0,0,476,1459,0,0
"Cell877",0,0,12,0,0,242,0,0,0,0,3226,0,0,294,0,0,1108,0,0,0,0,3087,35,0,204,115,188,117,0,0,0,0,0,312,0,191,0,0,0,0,410,0,7,123,0,5658,0,12,6997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,138,0,0,0,0,0,0,0,0,45,0,103,0,0,0,0,237,522,0,0,0,747,0,0,0,556,0,760,0,0,0,0,364,0,121,0,0,0,0,0,0,0,120,0,161,21,0,189,328,243,4860,391,16,0,0,0,0,0,259,0,609,184,0,0,0,0,0,0,0,0,0,185,0,0,0,72,0,0,64,0,543,0,0,0,274,459,0,1338,121,0,0,655,0,0,704,0,0,0,139,561,10,26,0,0,0,253,105,0,0,0,0,0,0,103,162,0,22,623,0,0,0,2492,2875,0,239,454,0,0,0,247,1133,0,97
"Cell878",0,0,0,0,0,231,250,0,134,0,0,0,0,0,0,0,747,37,0,25,0,3970,0,177,0,0,0,0,0,0,0,177,0,564,0,155,33,175,0,0,417,0,0,0,137,4583,0,0,6600,0,313,0,0,0,313,0,0,0,0,6,0,0,0,0,263,0,0,0,1394,0,0,0,0,0,0,47,0,0,0,106,0,0,13,0,651,0,0,0,543,0,0,13,573,0,653,0,0,0,0,506,0,0,0,0,0,0,0,0,0,182,0,505,0,217,266,0,224,6245,345,0,0,0,0,73,24,168,127,0,131,0,0,0,0,132,0,123,0,0,0,133,256,0,0,0,0,46,0,858,43,34,0,358,368,0,1691,136,28,0,409,94,119,996,0,0,0,166,0,18,0,0,0,189,369,101,62,0,0,0,75,0,79,142,0,0,597,29,0,241,2302,2171,0,0,463,0,8,106,352,1398,0,169
"Cell879",0,54,0,460,0,322,0,0,0,0,3653,0,483,383,0,0,1020,0,123,0,0,4105,0,0,239,145,0,165,0,543,0,165,55,499,0,147,49,0,145,0,499,156,0,92,167,6274,0,0,8949,0,365,0,0,0,0,54,0,0,0,0,180,0,0,0,384,0,0,290,521,0,0,30,154,0,0,62,0,0,191,120,309,0,0,283,769,0,248,0,0,0,0,0,815,0,807,0,0,0,19,601,0,192,0,0,0,0,237,0,41,0,0,262,0,0,276,394,285,6235,699,0,0,0,0,0,0,0,0,396,0,0,0,0,0,143,0,82,0,0,0,244,236,0,87,0,151,0,0,564,47,27,0,0,0,96,2011,0,52,0,802,0,136,1232,0,0,45,183,782,0,0,0,0,0,412,146,0,0,0,134,107,0,0,0,196,58,1386,0,0,0,2925,3469,0,0,534,0,7,0,479,0,0,186
"Cell880",0,59,0,264,0,0,394,0,148,0,3496,0,551,322,0,0,912,0,0,0,49,4246,54,248,257,0,248,195,0,511,0,129,0,575,0,161,0,124,122,0,418,90,0,0,0,6790,0,0,7732,0,495,0,0,0,183,0,0,0,0,13,0,682,0,0,0,0,0,224,1671,0,101,0,0,0,0,0,0,0,0,149,373,31,0,0,678,0,161,0,538,0,51,0,788,0,838,0,29,0,0,574,0,149,18,0,0,0,0,0,0,206,0,472,0,261,368,339,0,5600,450,0,0,0,16,106,0,0,0,424,0,69,0,0,238,0,0,0,0,0,0,146,282,0,0,0,0,37,0,866,0,0,45,324,0,0,1535,0,0,0,884,0,164,1065,0,0,0,190,0,0,0,0,0,0,0,113,0,0,0,101,0,0,94,0,341,22,876,0,0,305,3243,2680,0,0,751,0,0,0,607,1252,0,0
"Cell881",0,0,0,349,0,332,208,0,0,0,3762,0,656,0,0,0,0,41,95,0,36,4468,0,274,240,122,254,192,0,440,0,0,0,0,0,0,0,255,0,0,503,0,0,0,0,5216,0,10,6790,0,0,0,0,0,144,0,116,26,0,0,113,633,0,0,0,0,0,0,556,0,0,0,0,0,0,34,0,0,196,0,292,0,0,287,787,45,0,0,1005,0,0,0,0,0,760,0,27,0,0,0,0,0,0,41,0,0,153,0,0,0,0,228,30,0,368,329,311,6415,0,0,0,0,0,110,0,278,116,420,180,82,0,161,0,0,0,0,0,0,0,165,0,0,0,0,196,0,0,475,0,0,0,357,415,0,2224,0,0,232,753,0,205,1024,0,0,69,0,668,0,0,0,0,0,0,0,0,0,0,0,99,0,0,88,249,0,859,0,0,0,2475,3970,0,269,487,0,0,116,456,1310,0,0
"Cell882",0,60,0,332,14,0,240,0,0,0,3473,0,0,365,0,0,806,39,83,0,0,3483,65,0,199,0,248,0,0,435,0,127,0,0,0,0,0,0,112,0,386,0,0,0,174,4726,0,0,5084,0,278,0,0,0,82,0,119,0,0,0,90,496,13,0,351,56,0,0,461,0,0,21,128,0,0,0,57,0,0,0,231,0,0,298,0,0,228,0,926,0,50,0,564,0,0,0,0,0,0,0,0,102,37,0,0,0,0,0,8,0,0,301,0,0,338,324,0,4708,640,17,0,0,0,107,0,191,0,384,0,116,0,144,245,0,0,0,0,0,118,206,0,0,44,0,234,0,0,0,0,0,41,0,365,0,1487,215,0,168,753,97,121,865,0,0,0,178,542,0,0,0,0,104,325,0,0,0,0,0,63,0,0,0,148,24,0,0,0,0,2608,0,0,0,509,0,0,0,411,0,0,0
"Cell883",0,87,0,380,0,246,0,0,191,0,3184,0,700,0,0,0,0,0,73,0,0,4659,0,0,347,0,0,204,0,0,0,0,0,739,0,0,59,0,134,0,454,0,0,140,0,5950,0,0,7908,0,392,0,0,0,222,0,0,0,0,0,0,667,0,0,0,0,0,235,1874,0,0,0,151,0,0,0,0,0,0,117,380,30,0,251,738,0,207,0,502,0,0,0,636,0,727,0,0,0,0,551,0,139,0,0,0,0,0,0,24,0,0,529,0,342,435,372,300,5334,646,0,0,0,0,0,0,346,0,437,0,125,0,207,230,0,0,134,0,0,0,256,225,0,80,0,231,0,0,663,61,20,0,421,455,0,2052,0,0,115,604,91,0,1483,0,0,0,0,688,0,19,0,0,0,405,127,24,0,0,94,89,0,121,101,253,25,814,0,0,0,3543,2239,0,0,430,0,0,0,414,1474,0,0
"Cell884",0,0,0,378,19,216,266,26,0,0,2555,0,516,363,0,0,0,0,0,0,0,4582,0,306,212,0,172,0,0,445,0,184,0,464,0,217,0,192,0,0,444,0,0,137,0,5470,0,0,6605,0,340,0,0,0,0,0,0,0,0,0,96,0,0,0,351,75,0,156,562,13,0,0,0,0,0,0,0,87,0,0,279,24,0,246,614,0,280,0,913,0,0,0,719,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,274,0,188,229,386,299,6204,866,0,0,0,0,0,39,0,0,420,0,0,0,0,228,0,0,0,0,0,0,200,0,0,67,0,0,0,0,0,0,0,0,344,0,0,1380,0,58,183,783,0,0,1011,0,0,34,0,581,0,0,0,0,190,0,0,0,0,0,103,0,0,128,0,0,0,1008,0,11,327,3007,3273,0,0,490,0,0,129,364,1281,0,0
"Cell885",0,0,0,245,0,209,0,0,0,0,2422,0,0,0,0,0,0,23,0,0,50,4079,0,0,213,0,163,0,0,310,0,106,41,0,0,0,0,0,97,0,0,90,0,159,155,5477,0,0,5254,0,0,0,19,0,117,0,96,49,0,0,0,442,0,0,253,0,0,175,511,0,0,0,0,0,0,0,0,0,109,0,243,0,0,202,504,18,0,0,739,0,64,0,576,0,540,0,21,0,0,448,0,144,0,0,0,0,0,0,0,0,0,0,20,0,196,0,206,3988,768,0,0,0,0,0,0,0,155,353,0,0,0,207,0,0,0,33,0,0,151,218,241,0,0,0,0,58,0,441,0,0,0,205,0,79,1358,172,0,132,615,59,0,1117,0,0,0,0,0,0,0,0,0,59,378,0,31,0,0,0,0,0,0,146,146,0,872,0,0,220,2326,3023,0,180,0,0,0,79,0,801,0,0
